Video Name,Video URL,Complexity Level,Cleaned Video Name,Frame Rate (fps),Scene Transition Rate (Per Min),Average Scene Duration (in Mins),Average Motion Intensity,Average Texture Contrast,Average Texture Homogeneity,Dominant Color Standard Deviation (R),Dominant Color Standard Deviation (G),Dominant Color Standard Deviation (B),Bit Rate (Mbps),Compression Ratio,Average PSNR (dB),Average SSIM,Average Color Standard Deviation (R),Average Color Standard Deviation (G),Average Color Standard Deviation (B)
â€œChapter â€“  Ruins in the Forest â€ || Reference Guide || Grade 4 || Empowring English || ICSE,https://www.youtube.com/watch?v=H9dp2kj2ffA,1,ChapterRuinsintheForestReferenceGuideGrade4EmpowringEnglishICSE,30.0,0.0,2.801111111111111,0.6321426181891964,7474.25064763672,0.4426494619553821,79.9205331654002,55.15469521942561,61.557567016011774,0.255482570408568,0.1445775268897117,70.8631417000452,0.961749591131168,16.0190163208706,17.261862801307476,14.837370366433946
â€œChapter â€“ The Sea Stormâ€|| Reference Guide || Empowering English || Grade 4 || ICSE,https://www.youtube.com/watch?v=JTePlo1_xrw,1,ChapterTheSeaStormReferenceGuideEmpoweringEnglishGrade4ICSE,30.0,0.0,2.582777777777778,0.5148998450335908,7354.688499934964,0.0830390265642718,14.647002868440186,14.142600643646126,13.961326098576777,0.2532069176166918,0.1321209798433462,74.34896297430053,0.9604910546705966,20.336954481431178,18.378855627362164,22.912174524841998
â€œChapter â€“ Pandoraâ€™s Boxâ€|| Empowering English || Grade 4 || ICSE,https://www.youtube.com/watch?v=qrHOrYak3xc,1,ChapterPandorasBoxEmpoweringEnglishGrade4ICSE,30.0,0.0,4.486111111111112,0.969879519664002,7593.854212384251,0.0722520127416122,6.453298515363681,5.678897476025589,6.028770755100772,0.3157112470588235,0.2861338628556888,66.25018459978341,0.9342984151105994,16.399233224380843,14.369920791491516,17.07411292141339
â€œChapter â€“ Finding the Woodâ€|| Reference Guide || Grade 4 || Empowering English || ICSE,https://www.youtube.com/watch?v=FCpKxXzP4nY,1,ChapterFindingtheWoodReferenceGuideGrade4EmpoweringEnglishICSE,30.0,0.0,1.836666666666667,0.7909865532121991,7387.418528271215,0.0822009912737844,12.772188711421265,12.557291804738837,12.646922445798952,0.2987727041742286,0.1108614208400326,68.5921229811199,0.9444971571303434,20.835556179997454,19.295134463360057,23.923485865832184
â€œChapter â€“ Mrs. Twitâ€|| Reference Guide || Grade 4 || Empowering English || ICSE,https://www.youtube.com/watch?v=OJEEHLKFqTU,1,ChapterMrsTwitReferenceGuideGrade4EmpoweringEnglishICSE,30.0,0.4455445544554455,1.1222222222222222,0.7233421205475218,6853.119259221924,0.076900943185035,6.361535648133179,4.83965104343508,5.459384892267657,0.2760833465346535,0.1251867166188478,68.32625899832749,0.9476607921156996,12.766984847115378,10.382671070298075,17.654858502128658
â€œPoem â€“ Louder than a clap of Thunderâ€|| Reference Guide || Empowering English || Grade 4 || ICSE,https://www.youtube.com/watch?v=WCxwnwBaHAs,1,PoemLouderthanaclapofThunderReferenceGuideEmpoweringEnglishGrade4ICSE,30.0,0.0,3.362777777777778,0.6780264362380365,7128.152979604166,0.0908112593644807,4.012421283516476,2.959588783608622,3.628240078339904,0.2689934511812324,0.1827464941533014,68.5629760323189,0.9525486310723288,21.443356540103515,19.986974618550292,23.196265655586643
â€œPoem â€“ Flintâ€|| Reference Guide || ICSE || Empowering English || Grade 4,https://www.youtube.com/watch?v=h-nYNXfNqzE,1,PoemFlintReferenceGuideICSEEmpoweringEnglishGrade4,30.0,0.7948774563921396,0.8387037037037036,0.647617373385292,6911.975372983875,0.1097711865636451,3.665513558776824,3.127412888044725,3.0244243533573774,0.2428754427025833,0.1234589557186957,71.9889629896149,0.9544368631116265,21.581100189718043,19.245798051221325,24.082931840418766
â€œChapter â€“ The Magic Bowlâ€|| Reference Guide || ICSE || Grade 4 || Empowering English,https://www.youtube.com/watch?v=YdklnHUqvw4,1,ChapterTheMagicBowlReferenceGuideICSEGrade4EmpoweringEnglish,30.0,0.0,7.051111111111111,0.7463886613892428,7260.442943928797,0.0857326476784861,4.621483778782614,3.3147785727665173,3.783568750324224,0.2797489127009139,0.3985062562744501,70.85750768465783,0.9491335896438248,26.108425856746667,23.403824560348728,24.712405480069496
â€œPoem â€“ The Cruel Naughty Boyâ€|| Empowering English || Grade 4 || ICSE,https://www.youtube.com/watch?v=3RpLhmciXuE,1,PoemTheCruelNaughtyBoyEmpoweringEnglishGrade4ICSE,30.0,0.0,4.294444444444445,0.6311680404283649,6587.652255583421,0.0996446389561193,4.612787424545905,4.085074572730297,4.65770212134038,0.2417645433376455,0.2097532871862613,71.25468987287738,0.9648105567951372,21.41826352819944,20.09838143898018,23.17972804166217
â€œPoem â€“ Godfrey Gordon Gustavus Goreâ€|| Reference Guide || Grade 4 || ICSE || Empowering English,https://www.youtube.com/watch?v=L2Wi_SRa1Ws,1,PoemGodfreyGordonGustavusGoreReferenceGuideGrade4ICSEEmpoweringEnglish,25.0,0.0,2.618666666666667,0.7841710024753364,7668.465236352848,0.0844941954708815,3.616799273011012,2.774145286422657,3.2368204908399645,0.2854401221995926,0.1510095512656836,65.10247863385317,0.9434562599455436,17.591499624926268,16.634994250306438,21.149410217323943
â€œPoem â€“ An Irish Airman Foresees His Deathâ€|| Magic Lantern || Class 7 || English || ICSE || CBSE,https://www.youtube.com/watch?v=X_Vdsqqt6Jg,1,PoemAnIrishAirmanForeseesHisDeathMagicLanternClass7EnglishICSECBSE,30.0,0.0,3.105,1.000718366764172,6465.030935262847,0.4513904315314522,68.00710550236928,75.49634894858764,57.69070703774789,0.3182353193773483,0.1996269452260116,67.2053985471318,0.941728010501222,5.075873410703169,7.283827732629223,9.584659163829267
â€œChapter 12 â€“ Huck and Jim Escapeâ€|| English || Magic Lantern || Grade 7 || ICSE || CBSE,https://www.youtube.com/watch?v=CFob4wPisgA,1,Chapter12HuckandJimEscapeEnglishMagicLanternGrade7ICSECBSE,30.0,0.0,7.033333333333333,1.3354902305726597,5808.895238185098,0.4737069615275961,78.97109116233727,90.15262546564874,64.51530321701608,0.314284018957346,0.4465732212387583,60.71964735870703,0.928792553909768,4.945995183126554,6.114840296670992,7.4544946385488915
â€œChapter 11 â€“ Malala =The girl who spoke outâ€|| English || Magic Lantern || Grade 7 || ICSE || CBSE,https://www.youtube.com/watch?v=pTa6Q7aizNc,1,Chapter11MalalaThegirlwhospokeoutEnglishMagicLanternGrade7ICSECBSE,30.0,0.0,5.038333333333333,1.271751829062742,5935.577688488108,0.4886921962634437,75.05802698116837,84.6244650819436,62.786489595403545,0.3176917763810784,0.3233717285886716,61.74815697934267,0.9286745844671456,6.020115358544517,7.308415591200263,8.677385941384312
â€œChapter 10 â€“ Little Brotherâ€|| Magic Lantern || Grade 7 || ICSE || CBSE || English,https://www.youtube.com/watch?v=NLT9LGTQzQQ,1,Chapter10LittleBrotherMagicLanternGrade7ICSECBSEEnglish,30.0,0.1458907440427946,3.427222222222222,1.2817150885725104,6854.096814198042,0.4437344800567437,62.55382996223885,67.53800380183037,54.42384969122914,0.3096688604311882,0.4288238929175594,63.51290806935643,0.9281521298642902,5.081977773211575,6.154828688691222,7.969533293991645
â€œPoem â€“ Indiaâ€™s Prideâ€|| ICSE || CBSE || Grade 7 || Magic Lantern || English,https://www.youtube.com/watch?v=a2UfamERrE8,1,PoemIndiasPrideICSECBSEGrade7MagicLanternEnglish,30.0,0.0,2.89,1.150758229371315,7602.715535230121,0.3933426687864471,53.35286131790148,54.81952427534972,44.66404296575456,0.3124698039215686,0.1824379048130643,63.4631242150412,0.9321418185257002,5.293291422392374,7.434696732774885,9.806741250937547
"â€œChapter 9 â€“ Corvus, The Intelligent Crowâ€|| English || Magic Lantern || Grade 7 || ICSE || CBSE",https://www.youtube.com/watch?v=5LUoVHGHW5o,1,Chapter9CorvusTheIntelligentCrowEnglishMagicLanternGrade7ICSECBSE,30.0,0.0,6.542777777777777,1.286059106780571,6799.76780769054,0.4387927609030538,62.91510434605065,68.52765402190066,56.0914202127111,0.3485193716566188,0.4606788464458527,63.31206439853644,0.9221195500294712,5.66048771235676,6.887297776394344,8.12557114947382
"""Chapter 8 â€“ The Ways of the Jungleâ€|| Grade 7 || Magic Lantern || CBSE || ICSE || English",https://www.youtube.com/watch?v=_bnNG1-tiJ0,1,Chapter8TheWaysoftheJungleGrade7MagicLanternCBSEICSEEnglish,30.0,0.0,6.321111111111111,0.9428188676900576,7366.715279114499,0.4434162583182008,43.58141194086065,44.1961800031383,37.67813094152276,0.2878704869045527,0.3676205200166761,67.72167141225938,0.9440972240949924,7.252205734254214,7.628311099848537,8.485184073193334
â€œPoem â€“ The Tygerâ€|| Magic Lantern || Grade 7 || ICSE || CBSE || English,https://www.youtube.com/watch?v=aqe1hBBstaw,1,PoemTheTygerMagicLanternGrade7ICSECBSEEnglish,30.0,0.0,3.898333333333333,0.8593567664387974,7354.42416836831,0.4546718408473388,38.8322692928487,36.18529501440358,29.66290787476549,0.270433552800342,0.2129848554447768,67.89167448700438,0.949351909455404,5.9081993953373075,7.542133525710908,9.568964309438
â€œChapter 7 â€“ My School Daysâ€|| Magic Lantern || CBSE || ICSE || Class 7 || English,https://www.youtube.com/watch?v=0OnqUl9TEds,1,Chapter7MySchoolDaysMagicLanternCBSEICSEClass7English,30.0,0.0,6.846666666666667,1.085280663191056,7167.03157928881,0.4540612935297092,55.07086877158169,54.921672941683816,45.456211005198114,0.2909587147030185,0.4024572288197769,64.34313489613552,0.9354012603172436,8.16037611024999,8.639958814724448,9.178373294057064
â€œPoem â€“ If Only I Wereâ€|| Magic Lantern || CBSE || ICSE || English || Grade 7,https://www.youtube.com/watch?v=TjD9Wn-tQ4A,1,PoemIfOnlyIWereMagicLanternCBSEICSEEnglishGrade7,30.0,0.0,2.303333333333333,1.1862901681054254,7479.209696782898,0.4118946513014758,43.40184678480946,32.49687351836335,26.52417787228536,0.2989643994211288,0.1391186795113028,60.43953805448149,0.9324063243731756,5.809087169906941,8.984332987668694,10.91118294943457
Local Self - Government In Urban Areas: Municipal Bodies || Reference Guide || HISTORY & CIVICS,https://www.youtube.com/watch?v=KiuM_Rl_r8s,1,LocalSelfGovernmentInUrbanAreasMunicipalBodiesReferenceGuideHISTORYCIVICS,30.0,0.1222244856386229,4.090833333333333,0.9933613635690488,5480.624716376639,0.2110207426953041,43.66036294972318,38.8663307807726,31.134540589542127,0.2726540802607456,0.4506744748533224,68.75545378648437,0.9440470377959804,8.661521458339388,10.48369653388071,9.830810126042584
â€œChapter 9 â€“ The Rise of Magadhaâ€|| Reference Guide || Grade 6 || History & Civics || ICSE,https://www.youtube.com/watch?v=N8BtUZ8-3y4,1,Chapter9TheRiseofMagadhaReferenceGuideGrade6HistoryCivicsICSE,30.0,0.254416961130742,2.6203703703703707,1.0919573550542492,5400.007638737007,0.3030392078727282,94.29607931694488,98.68860751127065,82.03295016261166,0.2922597710247349,0.4641540591337016,66.29753992286273,0.9380129891422588,6.710355327039335,6.989352653385452,5.552163797174265
â€œCh.8 â€“ Mahavira & Buddhaâ€“ Great Preachersâ€|| ICSE || CBSE || Grade 6 || History & Civics,https://www.youtube.com/watch?v=aJvlfi7F-Xw,1,Ch8MahaviraBuddhaGreatPreachersICSECBSEGrade6HistoryCivics,30.0,0.1399688958009331,3.5722222222222224,1.1572310651508049,3709.2882598198175,0.1314016107147604,16.020204545134007,3.336845916880521,10.531828133258449,0.3303036018662519,0.4767502741033501,58.00779730986238,0.922950441656924,30.505586143800713,7.104932124227504,15.824058427403443
â€œCh.7 â€“ The Vedic Ageâ€ || Grade 6 || History & Civics || CBSE || ICSE,https://www.youtube.com/watch?v=igASGXSx8KY,1,Ch7TheVedicAgeGrade6HistoryCivicsCBSEICSE,30.0,0.1154586273252085,4.330555555555555,1.3195832403903989,6385.17071344796,0.2824740808539525,86.13827037688135,90.31100830548746,79.82402962993623,0.3529534060295061,0.6175898725374639,59.518862044666434,0.9161763344828112,6.806761288575674,6.852732915338905,5.465922610522134
ICT Grade 10 (English Medium) Chapter 1 - (Part 1) -Information and Communication Technology,https://www.youtube.com/watch?v=HndOJzDpIvY,1,ICTGrade10EnglishMediumChapter1Part1InformationandCommunicationTechnology,25.0,0.9286009079653322,0.923047619047619,0.3319863616547768,1727.6272501662777,0.6899780744013491,78.62783666682722,76.15164883095215,78.0523019076657,0.1782762690879075,0.2327152594492623,73.0560677879579,0.9804788073135078,8.038936380562104,8.004887075491796,8.045154062169352
ICT Grade 10 (English Medium) Chapter 1 - (Part 2) -Information and Communication Technology,https://www.youtube.com/watch?v=78n4DdD4vtc,1,ICTGrade10EnglishMediumChapter1Part2InformationandCommunicationTechnology,29.97002997002997,1.195307223839207,0.7768475,0.4545217394428104,2740.772884714755,0.5758032536292809,72.66092239915258,71.71722911921323,74.33053948873162,0.1952907285995182,0.4290961443545161,71.92150645129973,0.9772993462006344,11.126477886731704,9.269981545731095,10.801826703081181
ICT (English medium)- Grade 10 Chapter 2 - (Part 3) -Fundamentals of a computer system.,https://www.youtube.com/watch?v=dANnzmxhlDE,1,ICTEnglishmediumGrade10Chapter2Part3Fundamentalsofacomputersystem,29.97002997002997,2.563453788760964,0.3723669444444444,0.6465766414458334,5117.643500652857,0.3221735992447681,99.15499989941544,98.16754102417065,99.84985261687235,0.1997073078303137,0.3305193860828416,65.23809198388672,0.9674895925746916,11.682562496775784,13.419368650433093,17.795547765588893
An Artist of the Floating World Characters and Characterization Episode 4 | EasyElimu,https://www.youtube.com/watch?v=KHQOgRf2oVA,1,AnArtistoftheFloatingWorldCharactersandCharacterizationEpisode4EasyElimu,30.0,0.3924133420536298,2.038666666666667,0.3180355925811073,2330.4636871195053,0.5568789777780035,14.5517661496256,18.8305471554292,22.98195614886522,0.1900567298888162,0.3913890374983726,35.18467232033098,0.9825217849324204,14.18127399339337,15.88533335134168,18.01624508207677
Language and Style in Episode 2 of An Artist of the Floating World | EasyElimu,https://www.youtube.com/watch?v=wfXwvXEj3RY,1,LanguageandStyleinEpisode2ofAnArtistoftheFloatingWorldEasyElimu,30.0,0.398693172379423,2.0065555555555554,0.3070882273638022,2647.115358440614,0.5406775562072262,14.71939395431628,20.042483107804188,25.161111089170628,0.183840677778393,0.3726249954510278,35.57626440386644,0.982999764431014,14.282105581077676,16.031236512096022,18.247953489904443
Language and Style in Episode 3 of An Artist of the Floating World | EasyElimu,https://www.youtube.com/watch?v=mr3_1Sg7hRY,1,LanguageandStyleinEpisode3ofAnArtistoftheFloatingWorldEasyElimu,30.0,0.1855191960834836,3.593518518518519,0.3322416546923215,3261.326601661826,0.5981557235376846,23.732635357828304,25.05154761080194,27.46323824991811,0.1861683401185261,0.4054675911022078,34.740364562198025,0.9809189373381711,14.860700026847503,16.69470260470088,19.12050458347309
The Changing Values in Japan and Intergenerational conflicts in An Artist of the Floating World,https://www.youtube.com/watch?v=oMZKjA6rauo,1,TheChangingValuesinJapanandIntergenerationalconflictsinAnArtistoftheFloatingWorld,30.0,0.5947660586835845,1.401111111111111,0.3713594450290122,3214.9567830565347,0.5089065125486537,16.00385258979555,19.903451500412032,24.14537385342657,0.1920409992069786,0.3261571945371606,34.52571792445194,0.9802058548946752,15.518301904712764,17.122418935460356,19.430715972793017
Themes of Disillusionment and Pessimism and Loss and Grief in An Artist of the Floating World,https://www.youtube.com/watch?v=gmsf3mc53ok,1,ThemesofDisillusionmentandPessimismandLossandGriefinAnArtistoftheFloatingWorld,30.0,0.533056933441919,1.500777777777778,0.3609979868318058,3213.037126591449,0.5277771384658023,17.417761905630496,21.407874669173648,25.812496660525497,0.190753801732435,0.2891803475460507,34.62857819969414,0.9794827413815576,17.101848391054126,18.751813745447684,21.043241365551584
Theme of Marriage Negotiations in An Artist of the Floating World | EasyElimu,https://www.youtube.com/watch?v=D9UqUgzUmqU,1,ThemeofMarriageNegotiationsinAnArtistoftheFloatingWorldEasyElimu,30.0,0.4696673189823874,1.7033333333333336,0.3887579380123712,3326.4026102262333,0.5216949753403547,15.921924397439586,21.16968529252596,26.2780248004579,0.194808892367906,0.3351873385922998,33.74059590712568,0.981067331713077,15.383610109379209,16.83749676950111,19.02224713042617
"Themes of Admiration, Satisfaction and Reassurance; and Religion in An Artist of the Floating World",https://www.youtube.com/watch?v=iLTOU3INkkQ,1,ThemesofAdmirationSatisfactionandReassuranceandReligioninAnArtistoftheFloatingWorld,30.0,0.4648760330578512,1.7925925925925927,0.2885408788515153,3043.594761279087,0.5487966947353105,14.266407811266314,18.302477594544133,22.60434004953365,0.1835211074380165,0.3987751136596549,33.975632942228216,0.983499631019843,13.875640184849518,15.487156101487487,17.583213745466953
Themes of Hope and Optimism; and Identity in An Artist of the Floating World | EasyElimu,https://www.youtube.com/watch?v=U2CQbGWnje4,1,ThemesofHopeandOptimismandIdentityinAnArtistoftheFloatingWorldEasyElimu,30.0,0.2169981916817359,3.0722222222222224,0.3238552316667385,3961.034321051232,0.586504845517288,25.55073464069049,26.54134575911081,28.71205657570749,0.1844405352622061,0.3434309515593122,36.09566904586851,0.9827031360332182,16.029652056950724,17.354608104750938,19.625077219258056
Theme of Politicization of Art and Imperialism in An Artist of the Floating World | EasyElimu,https://www.youtube.com/watch?v=e-bsMyqa5OM,1,ThemeofPoliticizationofArtandImperialisminAnArtistoftheFloatingWorldEasyElimu,30.0,0.3110419906687403,2.143333333333333,0.477236006380642,3562.047344193966,0.6095944046254749,20.00345432463412,22.4459325442768,26.65895052216872,0.1860207153965785,0.2416470298774335,34.645253335669935,0.9760567064392558,19.142526595012743,21.24520267665453,24.262846876017978
Parliament of Owls Act 4 Plot Summary - EasyElimu,https://www.youtube.com/watch?v=ZglTnYjN5vk,1,ParliamentofOwlsAct4PlotSummaryEasyElimu,30.0,0.8688656476267096,0.9865079365079364,0.8002254430953737,3538.6532247255186,0.4740709361953522,20.007469355689977,24.125196510947298,28.66594237062393,0.2414275462590507,0.3368174800992065,33.16806996281926,0.955360656870218,19.50372734029539,20.179757197556597,21.78113505994615
Parliament of Owls Theme 5 of 9: Monarchy - EasyElimu,https://www.youtube.com/watch?v=uZVd5ozJUUQ,1,ParliamentofOwlsTheme5of9MonarchyEasyElimu,30.0,0.4648520221062961,1.7926851851851853,0.2887517517244862,3347.9849508685584,0.5040326762311059,14.179594616490446,17.663253662848017,21.42534899060257,0.1961505707349827,0.4262398343099358,34.2781572185865,0.9817134835898464,13.748532112893349,15.226554051002298,17.27724260159136
Parliament of Owls Theme 9 of 9: Corruption and Bribery - EasyElimu,https://www.youtube.com/watch?v=W3A3KYmnmyw,1,ParliamentofOwlsTheme9of9CorruptionandBriberyEasyElimu,30.0,0.4425322679778734,1.807777777777778,0.3626836685178547,3699.863799335752,0.4842759969850663,15.449361469800449,19.174760634331804,23.2849925352006,0.1988284499078057,0.3630803562493692,35.686372252832534,0.981877055798634,14.914238716137685,16.384593693818616,18.537327061862822
Stylistic Devices (Language and Style) in Act 3 of Parliament of Owls - EasyElimu,https://www.youtube.com/watch?v=Vka-AeAp6EM,1,StylisticDevicesLanguageandStyleinAct3ofParliamentofOwlsEasyElimu,30.0,0.4741209008297116,1.6873333333333331,0.3432069429382314,2632.182146541166,0.5636887780767611,16.64045135499286,20.467835288418133,24.626911053645163,0.1778397313314895,0.3031160007963631,35.43348881639606,0.981259596597632,16.230430716640594,17.995592257039295,20.209830799102217
Stylistic Devices (Language and Style) in Act 4 of Parliament of Owls - EasyElimu,https://www.youtube.com/watch?v=zfGJ7bsNxt0,1,StylisticDevicesLanguageandStyleinAct4ofParliamentofOwlsEasyElimu,30.0,0.5686754600742436,1.406777777777778,0.2229804832916442,3097.400053870684,0.5404582139925262,17.544101091950846,21.802770391411435,26.310215972603125,0.1797184487797172,0.2553861513691591,35.37952279710253,0.98138502602288,16.780589840062078,17.98489538760795,19.895245792676096
"Introduction - Lights, Shadows and Reflections - | Class 6 Science Chapter 8",https://www.youtube.com/watch?v=3bOJfnCVFsk,1,IntroductionLightsShadowsandReflectionsClass6ScienceChapter8,29.97002997002997,0.7599775152207927,1.1696252469135802,3.776419401488787,5396.817162915892,0.1503119652285827,52.58529904006917,40.38305414530141,37.92550683541023,0.4702205206700954,1.0,17.900263564763918,0.851782170454592,10.001797687965164,9.202100664547768,9.348948800218274
